0.01	0.01
0.014	0.01
0.01	0.014
0.014	0.014
0.01	0.018
0.014	0.018
0.01	0.022
0.014	0.022
0.01	0.026
0.014	0.026
0.01	0.03
0.014	0.03
0.01	0.034
0.014	0.034
0.01	0.038
0.014	0.038
0.01	0.042
0.014	0.042
0.01	0.046
0.014	0.046
0.01	0.05
0.014	0.05
0.01	0.054
0.014	0.054
0.01	0.058
0.014	0.058
0.01	0.062
0.014	0.062
0.01	0.066
0.014	0.066
0.01	0.07
0.014	0.07
0.01	0.074
0.014	0.074
0.01	0.078
0.014	0.078
0.01	0.082
0.014	0.082
0.01	0.086
0.014	0.086
0.01	0.09
0.014	0.09
0.01	0.094
0.014	0.094
0.01	0.098
0.014	0.098
0.01	0.102
0.014	0.102
0.01	0.106
0.014	0.106
0.01	0.11
0.014	0.11
0.01	0.114
0.014	0.114
0.01	0.118
0.014	0.118
0.01	0.122
0.014	0.122
0.01	0.126
0.014	0.126
0.01	0.13
0.014	0.13
0.01	0.134
0.014	0.134
0.01	0.138
0.014	0.138
0.01	0.142
0.014	0.142
0.01	0.146
0.014	0.146
0.01	0.15
0.014	0.15
0.01	0.154
0.014	0.154
0.01	0.158
0.014	0.158
0.01	0.162
0.014	0.162
0.01	0.166
0.014	0.166
0.01	0.17
0.014	0.17
0.01	0.174
0.014	0.174
0.01	0.178
0.014	0.178
0.01	0.182
0.014	0.182
0.01	0.186
0.014	0.186
0.01	0.19
0.014	0.19
0.01	0.194
0.014	0.194
0.01	0.198
0.014	0.198
0.01	0.202
0.014	0.202
0.01	0.206
0.014	0.206
0.01	0.21
0.014	0.21
0.01	0.214
0.014	0.214
0.01	0.218
0.014	0.218
0.01	0.222
0.014	0.222
0.01	0.226
0.014	0.226
0.01	0.23
0.014	0.23
0.01	0.234
0.014	0.234
0.01	0.238
0.014	0.238
0.01	0.242
0.014	0.242
0.01	0.246
0.014	0.246
0.01	0.25
0.014	0.25
0.01	0.254
0.014	0.254
0.01	0.258
0.014	0.258
0.01	0.262
0.014	0.262
0.01	0.266
0.014	0.266
0.01	0.27
0.014	0.27
0.01	0.274
0.014	0.274
0.01	0.278
0.014	0.278
0.01	0.282
0.014	0.282
0.01	0.286
0.014	0.286
0.01	0.29
0.014	0.29
0.01	0.294
0.014	0.294
0.01	0.298
0.014	0.298
0.01	0.302
0.014	0.302
0.01	0.306
0.014	0.306
0.01	0.31
0.014	0.31
0.01	0.314
0.014	0.314
0.01	0.318
0.014	0.318
0.01	0.322
0.014	0.322
0.01	0.326
0.014	0.326
0.01	0.33
0.014	0.33
0.01	0.334
0.014	0.334
0.01	0.338
0.014	0.338
0.01	0.342
0.014	0.342
0.01	0.346
0.014	0.346
0.01	0.35
0.014	0.35
0.01	0.354
0.014	0.354
0.01	0.358
0.014	0.358
0.01	0.362
0.014	0.362
0.01	0.366
0.014	0.366
0.01	0.37
0.014	0.37
0.01	0.374
0.014	0.374
0.01	0.378
0.014	0.378
0.01	0.382
0.014	0.382
0.01	0.386
0.014	0.386
0.01	0.39
0.014	0.39
0.01	0.394
0.014	0.394
0.01	0.398
0.014	0.398
0.01	0.402
0.014	0.402
0.01	0.406
0.014	0.406
0.01	0.41
0.014	0.41
0.01	0.414
0.014	0.414
0.01	0.418
0.014	0.418
0.01	0.422
0.014	0.422
0.01	0.426
0.014	0.426
0.01	0.43
0.014	0.43
0.01	0.434
0.014	0.434
0.01	0.438
0.014	0.438
0.01	0.442
0.014	0.442
0.01	0.446
0.014	0.446
0.01	0.45
0.014	0.45
0.01	0.454
0.014	0.454
0.01	0.458
0.014	0.458
0.01	0.462
0.014	0.462
0.01	0.466
0.014	0.466
0.01	0.47
0.014	0.47
0.01	0.474
0.014	0.474
0.01	0.478
0.014	0.478
0.01	0.482
0.014	0.482
0.01	0.486
0.014	0.486
0.01	0.49
0.014	0.49
0.01	0.494
0.014	0.494
0.01	0.498
0.014	0.498
0.01	0.502
0.014	0.502
0.01	0.506
0.014	0.506
0.01	0.51
0.014	0.51
0.01	0.514
0.014	0.514
0.01	0.518
0.014	0.518
0.01	0.522
0.014	0.522
0.01	0.526
0.014	0.526
0.01	0.53
0.014	0.53
0.01	0.534
0.014	0.534
0.01	0.538
0.014	0.538
0.01	0.542
0.014	0.542
0.01	0.546
0.014	0.546
0.01	0.55
0.014	0.55
0.01	0.554
0.014	0.554
0.01	0.558
0.014	0.558
0.01	0.562
0.014	0.562
0.01	0.566
0.014	0.566
0.01	0.57
0.014	0.57
0.01	0.574
0.014	0.574
0.01	0.578
0.014	0.578
0.01	0.582
0.014	0.582
0.01	0.586
0.014	0.586
0.01	0.59
0.014	0.59
0.01	0.594
0.014	0.594
0.01	0.598
0.014	0.598
0.01	0.602
0.014	0.602
0.01	0.606
0.014	0.606
0.01	0.61
0.014	0.61
0.01	0.614
0.014	0.614
0.01	0.618
0.014	0.618
0.01	0.622
0.014	0.622
0.01	0.626
0.014	0.626
0.01	0.63
0.014	0.63
0.01	0.634
0.014	0.634
0.01	0.638
0.014	0.638
0.01	0.642
0.014	0.642
0.01	0.646
0.014	0.646
0.01	0.65
0.014	0.65
0.01	0.654
0.014	0.654
0.01	0.658
0.014	0.658
0.01	0.662
0.014	0.662
0.01	0.666
0.014	0.666
0.01	0.67
0.014	0.67
0.01	0.674
0.014	0.674
0.01	0.678
0.014	0.678
0.01	0.682
0.014	0.682
0.01	0.686
0.014	0.686
0.01	0.69
0.014	0.69
0.01	0.694
0.014	0.694
0.01	0.698
0.014	0.698
0.01	0.702
0.014	0.702
0.01	0.706
0.014	0.706
0.01	0.71
0.014	0.71
0.01	0.714
0.014	0.714
0.01	0.718
0.014	0.718
0.01	0.722
0.014	0.722
0.01	0.726
0.014	0.726
0.01	0.73
0.014	0.73
0.01	0.734
0.014	0.734
0.01	0.738
0.014	0.738
0.01	0.742
0.014	0.742
0.01	0.746
0.014	0.746
0.01	0.75
0.014	0.75
0.01	0.754
0.014	0.754
0.01	0.758
0.014	0.758
0.01	0.762
0.014	0.762
0.01	0.766
0.014	0.766
0.01	0.77
0.014	0.77
0.01	0.774
0.014	0.774
0.01	0.778
0.014	0.778
0.01	0.782
0.014	0.782
0.01	0.786
0.014	0.786
0.01	0.79
0.014	0.79
0.01	0.794
0.014	0.794
0.01	0.798
0.014	0.798
0.01	0.802
0.014	0.802
0.01	0.806
0.014	0.806
0.01	0.81
0.014	0.81
0.01	0.814
0.014	0.814
0.01	0.818
0.014	0.818
0.01	0.822
0.014	0.822
0.01	0.826
0.014	0.826
0.01	0.83
0.014	0.83
0.01	0.834
0.014	0.834
0.01	0.838
0.014	0.838
0.01	0.842
0.014	0.842
0.01	0.846
0.014	0.846
0.01	0.85
0.014	0.85
0.01	0.854
0.014	0.854
0.01	0.858
0.014	0.858
0.01	0.862
0.014	0.862
0.01	0.866
0.014	0.866
0.01	0.87
0.014	0.87
0.01	0.874
0.014	0.874
0.01	0.878
0.014	0.878
0.01	0.882
0.014	0.882
0.01	0.886
0.014	0.886
0.01	0.89
0.014	0.89
0.01	0.894
0.014	0.894
0.01	0.898
0.014	0.898
0.01	0.902
0.014	0.902
0.01	0.906
